address,name,location,liked_food_from_review,latitude,longitude,rank
"No 29/1, 1st floor, CMH Road, Indiranagar 2nd Stage, Shanthinagara BBMP East Bangalore - 560038",RICE BAR,Indiranagar,"['chicken biryan', 'dum biryani', 'chicken dum biryani', 'chicken biryani', 'salan', 'chicken', 'rice']",12.9732913,77.6404672,3817.0
"1761, Near Swathi Nursing Home, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",Sagar Deluxe,Kumaraswamy Layout,"['idly', 'sweet', 'coffee', 'rice']",12.9081487,77.5553179,3818.0
"8, AET College Junction, Doddakannahalli, Sarjapur Road, Bangalore",Hash Caff Restaurant,Sarjapur Road,['tea'],12.920441,77.6653284,3819.0
"Next To St. Joseph's College Of Commerce, Brigade Road, Bangalore",OCEA HOTEL,Brigade Road,"['ghee rice', 'dal', 'chicken shawarma', 'chicken tikka', 'grill', 'roll', 'chicken', 'shawarma', 'grill chicken', 'thali', 'fish', 'tikka roll', 'chicken tikka roll', 'raita', 'rice', 'dal khichidi']",12.9714852,77.6069655,3820.0
"158, Hotel La Classic, Yedavanahalli, Attibele, Near Electronic City, Electronic City, Bangalore",24 Hours Coffee Drop - La Classic,Electronic City,"['dal', 'mixed veg', 'noodles', 'kheer', 'fish', 'chicken starters', 'roti', 'egg', 'dosa', 'chicken', 'kiwi', 'rice', 'bhaji', 'lassi', 'cheese', 'coffee', 'aloo paratha', 'omelet', 'egg dosa', 'sweet', 'paratha', 'poori', 'veg', 'poori bhaji', 'roti basket']",12.8487599,77.64825295827616,3821.0
"Green Glen Layout, Bellandur, Bangalore",Sri Krishna Kitchen,Bellandur,"['egg', 'thali', 'phulka', 'chicken', 'non-veg', 'fish thali', 'veg', 'fish', 'rice', 'hulk', 'chicken thali']",12.93103185,77.6782471,3822.0
"148, 1st Floor, 9th Main, 6th Sector, HSR, Bangalore",Birinz,HSR,"['butter masala', 'dum biryani', 'jamun', 'fried noodles', 'cashew', 'kadhai paneer', 'paneer', 'chicken', 'puri', 'rabadi', 'butter', 'noodles', 'veg', 'paneer sholay', 'rice', 'hulk']",12.9116225,77.6388622,3823.0
"73, Vishweshwariah Industrial Area, Graphite India Road, Whitefield, Bangalore",Udupi Grand,Whitefield,"['idly', 'butter masala', 'roti', 'ice cream', 'open butter masala dosa', 'sambar', 'tea', 'pulao', 'dosa', 'vada', 'open butter masala', 'masala dosa', 'rotis', 'butter', 'veg', 'butter masala dosa', 'rice', 'veg pulao']",12.9696365,77.7497448,3824.0
"85/1, Dr DVG Road, Near National College, Opp. Sashi Arcade, Basavanagudi, Bangalore",Mahalaxmi Tiffin Room,Basavanagudi,"['halwa', 'sweet', 'carrot', 'coffee', 'dosa', 'legendary', 'masala dosa', 'veg', 'carrot halwa']",12.9417261,77.5755021,3825.0
"1-8, RBI Layout, 7th Phase, JP Nagar, Bangalore",Danapani,JP Nagar,"['curd rice.', 'curd rice', 'curd', 'pulao', 'rice']",12.9120761,77.57939318031076,3826.0
"15, 1st Main, Near Shubham traders , Domlur Layout, Domlur, Bangalore",Gurukrupa Paratha House,Domlur,"['keema', 'paratha', 'chicken keema', 'egg', 'chicken', 'non-veg', 'veg paratha', 'paratha.', 'veg']",12.9624669,77.6381958,3827.0
"773, 16th Main, 2nd Stage, BTM Layout, BTM, Bangalore",Amma's Pastries,BTM,"['chai', 'red velvet', 'chocolate', 'cheese', 'cake', 'choco', 'blue berry', 'blue berry cheese cake', 'cookie', 'sev', 'red velvet cake', 'cheese cake', 'white forest', 'white forest cake']",12.91127585,77.60456543431182,3828.0
"191, Ground Floor, 27th Main Road, Near CPWD Quarters, Beside Lawrance & Mayo, Sector 2, HSR, Bangalore",Petoo,HSR,"['cutlet', 'kabab', 'kebab', 'veg rice combo', 'chapati', 'dinner meal', 'bread', 'roti', 'phulka', 'peas pulav', 'pulav', 'kulfi shake', 'shakes', 'salad', 'paneer', 'roti.', 'chicken', 'rice', 'paan shake', 'veg rice', 'paan', 'hulk', 'kulfi', 'chai', 'rice combo', 'veg']",12.9116225,77.6388622,3829.0
"Behind Poonam Furniture, Chikkatoghogur Road, Electronic City, Bangalore",Ham Khim Chinese Fast Food,Electronic City,"['lollipop', 'manchow', 'chicken lollipop', 'chicken', 'manchow soup', 'rice']",12.8487599,77.64825295827616,3830.0
"99, 5th Cross, Koramangala 6th Block, Bangalore",Polar Bear,Koramangala 6th Block,"['chocolate', 'dry fruit', 'belgian chocolate', 'belgian chocolate ice cream', 'ice cream', 'fruit zest', 'choco', 'dry fruit special', 'death by chocolate', 'cookie', 'chocolate ice cream']",12.9390255,77.6238477,3831.0
"1/1, Yemalur Main, Opposite Ganesha Temple, Behind HAL Airport, Marathahalli, Bangalore",Raja Bhojaun,Marathahalli,"['veg meal', 'dal', 'fried rice', 'pulav', 'veg', 'dal makhani', 'rice']",12.9552572,77.6984163,3832.5
"18, R J Garden, Outer Ring Road, Marathahalli, Bangalore",Rolls On Wheels,Marathahalli,"['cheese', 'roll', 'egg roll', 'egg', 'veg biryani', 'chicken', 'fries', 'veg', 'cheesy', 'rice', 'rice bowl']",12.9552572,77.6984163,3832.5
"14/1, Ground Floor, Richmond Crest, Opposite Hockey Stadium, Shanthi Nagar, Shanti Nagar, Bangalore",Just Bake,Shanti Nagar,"['chocolate', 'pineapple pastries', 'pastry', 'bread', 'black forest', 'irish coffee', 'apple', 'chocolate tarts', 'chocolate cake', 'milk', 'rice', 'cake', 'coffee', 'death by chocolate', 'death by chocolate cake', 'sweet', 'orange', 'choco', 'chocolate tart', 'pineapple']",12.9575547,77.5979099,3834.0
"Shop 10, 11, 12, Karna Sree Siddu, Ground Floor, Beside Deloitte Gate, Yamalur Main Road, Marathahalli, Bangalore",Deccan Kitchen,Marathahalli,"['south indian thali', 'raitha', 'thali', 'rabadi', 'veg', 'rice']",12.9552572,77.6984163,3835.0
"973, 6th Cross, Vijaya Bank Layout, Bannerghatta Road, Bangalore",Bake-ooh,Bannerghatta Road,"['chocolate', 'tea', 'moments', 'biscuit', 'bread', 'brownie', 'chocolate fudge', 'chocolate brownie', 'ragi cookies', 'egg', 'fudge', 'almond', 'cake', 'mocha', 'brownies', 'cookie', 'biscuits', 'chai', 'sweet', 'assorted sweet', 'choco']",12.9521804,77.6041899,3836.0
"#12, 12th Cross BDG Residency, Puttenahalli",Samosa Singh,JP Nagar,"['samosa', 'the real deal', 'kadai', 'kadai paneer', 'masala corn', 'egg', 'paneer', 'paneer tikka', 'chicken', 'veg samosa platter', 'peanut', 'latte', 'kachori', 'veg samosa', 'orange', 'veggie', 'choco', 'chicken samosa', 'veg', 'chicken chettinad', 'murgh makhani']",12.9120761,77.57939318031076,3837.0
"JB Nagar Main Road, Opposite NAL Gate, Jeevan Bhima Nagar, Bangalore",Donne Biriyani Mane,Jeevan Bhima Nagar,"['chicken biryan', 'mutton biriyani', 'chicken biryani', 'chicken combo', 'egg', 'chicken roast', 'chicken', 'kebab', 'egg biriyani', 'raita', 'chicken starters', 'rice']",12.9678074,77.6568367,3838.0
"Forum Mall, Koramangala 7th Block, Bangalore",Empire Restaurant,Koramangala 7th Block,"['coin parota', 'dal', 'dal fry', 'kabab', 'grill', 'paneer curry', 'kebab', 'parota', 'bread', 'chilly chicken', 'chilli chicken dry', 'keema', 'paneer butter masala', 'chilli chicken', 'salad', 'paneer', 'chicken', 'butter', 'tandoori chicken', 'rice', 'tandoori chicken.', 'parotta', 'chicken curry', 'tandoori', 'grilled chicken', 'ghee rice', 'paneer butter', 'combo meal', 'chicken dry', 'butter masala', 'chicken combo', 'paratha', 'parata']",12.9364846,77.6134783,3839.0
"81, Above Panasonic Showroom, Koramangala 4th Block, Bangalore",The Arabesque Cafe,Koramangala 4th Block,"['potato wedges', 'ice cream', 'pomegranate mojito', 'mango', 'brownie', 'chili chicken', 'pomegranate', 'wedges', 'watermelon', 'chicken', 'brownie and ice cream', 'onion ring', 'coffee', 'onion rings', 'grape', 'oty', 'mojito', 'veg', 'mushroom']",12.9327778,77.6294052,3840.0
"15, 1st Main, 1st Block, Jakkasandra, Koramangala, Koramangala 1st Block, Bangalore",Mani's Dum Biryani,Koramangala 1st Block,"['chicken', 'kebab', 'rice']",12.9277245,77.6327822,3841.0
"120-A3, Ground Floor, Santosh Tower, 3rd Road, EPIP Industrial Area, Phase 1, Hoodi Village, Whitefield, Bangalore",Chefactory Gold by Flechazo,Whitefield,"['tandoori', 'dum biryani', 'chicken dum biryani', 'chicken biriyani', 'tea', 'paneer', 'salan', 'chicken', 'paneer combo', 'rabadi', 'raita', 'rice', 'tandoori paneer']",12.9696365,77.7497448,3842.0
"B-1, 3rd Floor, Food Court, Orion Mall, Brigade Gateway, 26/1, Dr. Rajkumar Road, Malleshwaram, Bangalore",Upsouth,Malleshwaram,"['uttapam', 'plain paper dosa', 'veg', 'coffee', 'dosa', 'vada', 'onion rawa dosa', 'rawa dosa', 'paper dosa', 'masala dosa', 'onion uttapa', 'bisibelebath', 'rice', 'onion uttapam']",13.0027353,77.5703253,3843.0
"Agastya Suites, 116, 8th Main Road, Next to M.K.Ahmed Retail, 4th Phase, JP Nagar, Bangalore",Pizza Stop,JP Nagar,"['veg', 'rice']",12.9120761,77.57939318031076,3844.0
"Food Court, Sjr I-Park, Built In, Whitefield, Bangalore",Behrouz Biryani,Whitefield,"['jamun', 'gulab jamun', 'veggies', 'veg sub', 'basmati rice', 'veggie', 'egg', 'paneer', 'almond', 'chicken', 'veg', 'raita', 'rice']",12.9696365,77.7497448,3845.5
"277, 15th Cross, 21 Main, Outer Ring Road, JP Nagar 5th Phase, JP Nagar, Bangalore",Vaathsalya Millet Cafe,JP Nagar,"['millet', 'dal', 'buttermilk', 'milk', 'butter']",12.9120761,77.57939318031076,3845.5
"314/2, 3rd Main Road, 7th Cross,1st Stage, Domlur, Bangalore",All Shook Up!,Domlur,"['chocolate', 'omelette sandwich', 'watermelon juice', 'grill', 'pineapple juice', 'cheesy egg', 'apple', 'egg', 'watermelon', 'chicken', 'omlette', 'banana', 'milk', 'banana milkshake', 'milkshake', 'rice', 'choco banana milkshake', 'melon juice', 'carrot', 'omelet', 'cheesy omelette sandwich', 'omelette', 'sandwich', 'chai', 'chicken sandwich', 'cheesy omelette', 'egg omlette', 'choco', 'pineapple', 'apple juice', 'fries', 'cheesy', 'egg omlet']",12.9624669,77.6381958,3847.0
"1, Mico Layout, 7th Main Road, Pushpa Layout, 2nd Stage, BTM, Bangalore",Zeeshan,BTM,"['chai', 'chicken biryan', 'mutton biriyani', 'eggs', 'chicken biryani', 'fried rice', 'boiled eggs', 'egg', 'paneer', 'chicken', 'boiled egg', 'rice']",12.91127585,77.60456543431182,3848.0
"Shop #417, Ground Floor, 5th Main, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Chichaba's Taj,Kalyan Nagar,"['tandoori', 'kadhai subzi', 'wheat lachha paratha', 'paratha', 'kabab', 'chicken pepper', 'grill', 'chicken pepper curry', 'kebab', 'chicken', 'grill chicken', 'tandoori chicken', 'lachha paratha', 'rice', 'kadhai subz', 'nalli nihari']",13.0221416,77.6403368,3849.0
"24, CMH Road, Indiranagar Stage 2, Indiranagar, Bangalore",Tosco,Indiranagar,"['strawberry blast', 'shakes', 'strawberry', 'choco', 'smoothie', 'milk', 'berry blast', 'snickers', 'cherry']",12.9732913,77.6404672,3850.0
"4/36, 80 Feet Road, Green Leaf Extension, Koramangala 4th Block, Bangalore",Maven Foods,Koramangala 4th Block,"['ghee rice', 'cheese', 'paratha', 'pancakes', 'cake', 'popcorn', 'prawns', 'prawns curry', 'chicken', 'cottage cheese', 'rice', 'butter', 'popcorn chicken', 'pepper chicken', 'pancake']",12.9327778,77.6294052,3851.0
"No 730,Opposite Chinmaya Mission Hospital, Indiranagar, Bangalore",Smoodys,Indiranagar,"['grill', 'strawberry', 'veg thali', 'kebab', 'non veg thali', 'egg bhurji', 'veg burger', 'veg pulao', 'egg', 'chicken', 'coconut water', 'milk', 'rice', 'grilled chicken', 'fruit lassi', 'lassi', 'strawberry milk shake', 'berry shake', 'cashew', 'bhurji', 'burger', 'egg curry', 'pulao', 'thali', 'veg', 'strawberries']",12.9732913,77.6404672,3852.0
"302 , 5th A Main, Near Banaswadi Police Station, HRBR Layout, Kalyan Nagar, Bangalore",The Original Bistro,Kalyan Nagar,"['pasta', 'poached egg', 'ice cream', 'tea', 'paneer sandwich', 'spaghetti', 'cappuccino', 'pizza', 'egg', 'paneer', 'chicken', 'rice', 'cheese', 'pan cake', 'cake', 'cheese ball', 'pesto', 'sandwich', 'burger', 'eggs', 'cannelloni pasta', 'blue berry', 'fries', 'cheese balls']",13.0221416,77.6403368,3853.0
"10th Cross, 2nd Temple Road, Malleswaram, Malleshwaram, Bangalore",Sai Cafe Veg,Malleshwaram,"['idly', 'bhajji', 'hakka noodles', 'ghee rice', 'idly vada', 'chilli paneer', 'gobi manchuria', 'dosa', 'paneer', 'vada', 'bajji', 'noodles', 'smokey', 'hakka noodle', 'idli', 'rice', 'gobi manchurian', 'gobi manchuri']",13.0027353,77.5703253,3854.0
"F 7, Ranka Villa, Opposite Kalyani Motors, Bilekahalli Main Road, Bannerghatta Road, Bangalore",Shuddh Desi Khana,Bannerghatta Road,['rice'],12.9521804,77.6041899,3855.5
"Ground Floor, Adarsh Opus, Campbell Road, Austin town, Richmond Road, Bangalore",Krispy Kreme,Richmond Road,"['chocolate', 'chocolate dream cake doughnut', 'sweet', 'iced tea', 'cold coffe', 'blueberry donut', 'cake', 'tea', 'coffee', 'choco', 'chocolate cake', 'filter coffee', 'cold coffee', 'donut', 'lemon iced tea', 'blueberry']",12.965297,77.600367,3855.5
"21, 1st Floor, 1st Cross, RMV 2nd Stage, Bhoopsandra, Near Aiswariya Apartments, Sanjay Nagar, Bangalore",Tasty Box,Sanjay Nagar,"['veg meal', 'roll', 'tea', 'egg roll', 'egg', 'veg', 'rice']",12.9578658,77.6958748,3857.0
"490, Siddhaiah Puranik Road, 3rd Block, West Of Chord Road, Maruthi Nagar, Basaveshwara Nagar, Bangalore",Ice Fort,Basaveshwara Nagar,"['chai', 'chocolate', 'dry fruit', 'hot choco', 'cake fudge', 'ice cream', 'cake', 'chocolate lover', 'choco', 'fudge', 'dry fruits', 'hot chocolate', 'milk', 'chocolate sauce', 'rice', 'kulfi']",12.9933829,77.5389467,3858.5
"ITPL Main Road, KIADB Export Promotion Industrial Area, ITPL Main Road, Whitefield",The Deli - The Den Bengaluru,"ITPL Main Road, Whitefield","['cake', 'tea', 'rice']",12.9864828,77.7315457,3858.5
"27, Sri Vandhana Sai Nivas, 80 Feet Road, Near Saibaba Temple, Arekere, Bannerghatta Road, Bangalore",Rolls On Wheels,Bannerghatta Road,"['egg n cheese roll', 'cheese', 'paratha', 'roll', 'egg roll', 'egg', 'chicken', 'non-veg', 'omlette', 'cheese roll', 'chicken rolls', 'veg', 'rice', 'chicken roll']",12.9521804,77.6041899,3860.0
"1/1, Bluemoon Chambers,10th Main, Vasanth Nagar, Bangalore",Faasos,Vasanth Nagar,"['keema', 'mutton bhuna', 'paneer makhanwala', 'sweet', 'paratha', 'curd', 'veggie', 'egg', 'paneer gravy', 'paneer', 'special meal', 'chicken', 'sabudana', 'paneer tikka', 'sabudana kheer', 'veg', 'kheer', 'rice']",12.98872125,77.58516877601824,3861.0
"2, Nandadeepa Complex, 24th Main, Parangipalaya Road, Opposite KEB Power Station, HSR, Bangalore",Shahi Rasoi,HSR,"['do pyaza', 'dal', 'butter naan', 'mushroom', 'chicken tikka', 'tikka biryani', 'paneer', 'chicken', 'naan', 'chicken tikka biryani', 'butter', 'chicken do pyaza', 'veg', 'dal makhni', 'chicken do pyaz', 'rice']",12.9116225,77.6388622,3862.0
"3rd Floor, Ajmera Annex, Neeladri Road, Electronics City Phase 1, Electronic City, Bengaluru",Shandys-The Beer Cocktail Hub,Electronic City,"['ida', 'latte', 'kabab', 'chicken', 'kabab platter', 'pizza', 'veg kabab platter', 'veg', 'fried chicken']",12.8487599,77.64825295827616,3863.0
"38, Near Devasandra Bus Stand, New BEL Road, Bangalore",Prashant Naati Corner,New BEL Road,"['chai', 'mutton chops', 'chicken', 'veg', 'chilly chicken', 'rice']",13.0400592,77.5635717,3864.0
"30, Surveyor Street, DVG Road, Basavanagudi, Bangalore",Redberrys,Basavanagudi,"['burger', 'farmhouse', 'chocolate', 'pasta', 'bell pepper pizza', 'ice cream', 'cake', 'coffee', 'salad', 'chocolate cake', 'choco', 'paneer', 'pizza', 'rice', 'farmhouse pizza']",12.9417261,77.5755021,3865.0
"115/116, 1st Floor, Gandhibazaar, Basavanagudi, Bangalore",Udupi Sri Krishna Bhavan,Basavanagudi,"['idly', 'rava idli', 'payasam', 'white rice', 'sambar', 'coffee', 'dosa', 'kesaribath', 'vada', 'kesari', 'pulao', 'masala dosa', 'bajji', 'special meal', 'poori', 'veg', 'idli', 'rice']",12.9417261,77.5755021,3866.0
"203, Channasandra, Opposite MVJ Engineering College, Whitefield, Bangalore",Ande Ka Funda,Whitefield,['rice'],12.9696365,77.7497448,3867.0
"500, 3rd Floor, 2nd Block, 2nd Phase, BTM Layout, 6th Stage, Bannerghatta Road, Bangalore",Terrace Lounge,Bannerghatta Road,"['cocktail', 'garlic naan', 'cake', 'naan', 'cock', 'rice', 'lime']",12.9521804,77.6041899,3868.0
"663/52, 34th Cross, 11th Main, 4th Block, Jayanagar, Bangalore",Khan Saheb Grills and Rolls,Jayanagar,"['chicken biryan', 'chicken biryani', 'grilled baby corn', 'grill', 'roll', 'corn roll', 'grilled baby corn roll', 'chicken', 'baby corn roll', 'baby corn', 'tikka roll', 'rice']",12.9292731,77.5824229,3869.0
"229, 7th Main Road, HRBR Layout 2nd Block, Kalyan Nagar, Bangalore",Fiddler's Green,Kalyan Nagar,"['roasted', 'spring roll', 'roll', 'noodles', 'fish', 'afghani chicken', 'cocktail', 'legendary', 'chicken', 'burger combo', 'ida', 'flat noodle', 'veg starter', 'bruschetta', 'cock', 'veg starters', 'burger', 'fries', 'aqua', 'veg', 'spring rolls']",13.0221416,77.6403368,3870.0
"6185/ 15/1, SOS, Doddakamanahalli, Bannerghatta Road, Bangalore",Matka,Bannerghatta Road,"['dum biryani', 'chicken dum biryani', 'chicken', 'rabadi', 'rice']",12.9521804,77.6041899,3871.0
"1878, New Thippasandra Main Road, HAL 3rd Stage,New Tippasandra, Bangalore",Sri Lakshmi Darshini,Thippasandra,"['idly', 'halwa', 'carrot', 'roti curry', 'dosa', 'special masala dosa', 'masala dosa', 'puri', 'carrot halwa', 'masala puri', 'roti']",12.973936,77.6509982,3872.0
"8, Upper Ground Floor, VR Bengaluru, Whitefield Main Road, Whitefield, Bangalore",Blue Tokai Coffee Roasters,Whitefield,"['eggs', 'sweet', 'fried eggs', 'roasted', 'chana', 'cold brew', 'coffee', 'egg', 'flat white', 'cappuccino', 'fried egg', 'hot coffee']",12.9696365,77.7497448,3873.0
"La Marvella Hotel, 1, 14th Cross, South End Circle, 2nd Block, Jayanagar, Bangalore",Golden Oak - La Marvella Sarovar Premiere Hotel,Jayanagar,"['dal', 'pulav', 'sambar', 'dosa', 'masala dosa', 'dal makhni', 'rice']",12.9292731,77.5824229,3874.0
"MG Road Metro Station, MG Road, Bangalore",Ice N Spice,MG Road,"['tandoori', 'burger', 'mayo', 'pasta', 'cheese', 'tandoori chicken burger', 'tea', 'chicken burger', 'chicken', 'rice', 'tandoori chicken', 'mayonnaise', 'veg', 'lime']",12.9755264,77.6067902,3875.0
"120, K.H Road, Shanti Nagar, Bangalore",Skyline Family Restaurant,Shanti Nagar,"['pepper dry', 'chocolate', 'double sundae', 'plain chocolate ice cream', 'ice cream', 'pulao', 'mushroom pepper dry', 'paneer', 'choco', 'mushroom pepper', 'chocolate ice cream', 'paneer pulao', 'mushroom']",12.9575547,77.5979099,3876.0
"3/1, Bugle Rock Road, Gandhi Bazaar, Basavanagudi",Happy Chopsticks,Basavanagudi,"['hot and sour soup', 'momos', 'noodles', 'hot and sour', 'veg', 'rice', 'lime']",12.9417261,77.5755021,3877.5
"Opposite Gottigere Lake Road, Bannerghatta Road, Bangalore",Upahar Banashree,Bannerghatta Road,"['idli sambar', 'sweet', 'sambar', 'coffee', 'ginger coffee', 'filter coffee', 'vada', 'roti curry', 'vada sambar', 'idli', 'roti']",12.9521804,77.6041899,3877.5
"467, 1st Floor, 80 Feet Road, Opposite BMTC Bus Depot, Koramangala 6th Block, Bangalore",The Local - Burger Bar,Koramangala 6th Block,"['peanut', 'cheese', 'supreme', 'pizza', 'sandwich', 'veg', 'cheese nachos', 'nachos']",12.9390255,77.6238477,3879.0
"185, Deena Complex, Brigade Road, Bangalore",Pizza Hut,Brigade Road,"['chai', 'cheesy', 'om pizza', 'pizza']",12.9714852,77.6069655,3880.0
"Beside Innovative Mulitiplex, Marathahalli, Bangalore",Sindhuri Restaurant,Marathahalli,"['chicken biryan', 'sweet', 'chicken biryani', 'tea', 'dosa', 'plain dosa', 'chicken', 'veg soup', 'veg', 'rice']",12.9552572,77.6984163,3881.0
"21/1, First Cross, Bhaskar Reddy Building, Lakshmama Layout, Banaswadi, Bangalore",Grow Fit,Banaswadi,"['kheema', 'cheese', 'tea', 'paneer', 'pizza', 'veg', 'rice', 'thai curry']",13.0141618,77.6518539,3882.0
"11/2, 50 Feet Road, Muneshwara Block, Near Girinagar, Banashankari, Bangalore",The Lassi and Juice Park,Banashankari,"['chocolate', 'watermelon juice', 'ice cream', 'shakes', 'watermelon', 'banana', 'gadbad', 'milk', 'banana milkshake', 'milkshake', 'rice', 'fruit lassi', 'lassi', 'melon juice', 'pista', 'death by chocolate', 'anjeer milkshak', 'sandwich', 'choco', 'fresh fruit juice', 'anjeer', 'fruit juice', 'anjeer milkshake']",12.9152208,77.573598,3883.5
"15, Palace Cross Road, Vasanth Nagar, Bangalore",Jars,Vasanth Nagar,"['salads', 'salad', 'smoothies', 'oats', 'smoothie', 'avocado', 'sandwich', 'exotic salad', 'rice']",12.98872125,77.58516877601824,3883.5
"BDA Complex, HSR, Bangalore",A2B - Adyar Ananda Bhavan,HSR,"['chai', 'sweet', 'pongal', 'mini tiffin', '1 idli', 'sambar', 'coffee', 'dosa', 'filter coffee', 'thali', 'masala dosa', 'idli']",12.9116225,77.6388622,3885.0
"152, Ground Floor, 81/10, Opposite Manyatha Tech Park, Nagawara, Bangalore",Nihas Hyderabadi Biryani,Nagawara,"['kalmi kabab', 'kabab', 'butter chicken', 'boneless butter chicken', 'chicken', 'butter', 'kalmi']",13.0431413,77.6209093,3886.0
"8th Main Road, Vasanth Nagar, Vasanth Nagar, Bangalore",Kinara Tiffany,Vasanth Nagar,"['maddur vada', 'kesari', 'variety rice', 'kesari bath', 'khara bhath', 'egg', 'shavige bhath', 'bisibele bhath', 'idli', 'rice', 'masala vada', 'upma', 'bisibelebath', 'puliogare', 'khara bhat', 'rice bath', 'thatte idli', 'pongal', 'sambar', 'vada', 'lemon rice', 'veg', 'bele bath']",12.98872125,77.58516877601824,3887.0
"Opposite Wipro Gate 13, Neeladri Nagar Main Road, Phase 1, Electronic City, Bangalore",S R Andhra Mess,Electronic City,"['dal', 'fish', 'chicken 65', 'chilly chicken', 'veg meals', 'fish fry', 'chicken', 'rice', 'veg meal', 'sambhar', 'rasam', 'sev', 'pappu', 'sweet', 'veg north indian', 'curd', 'thali', 'veg', 'groundnut', 'papad']",12.8487599,77.64825295827616,3888.0
"Inorbit Mall, EPIP Area, Whitefield, Bangalore",FreshEats,East Bangalore,"['halwa', 'fruit salad', 'roasted', 'salad', 'masala khichdi', 'salads', 'spaghetti', 'fresh fruits', 'mojito', 'khichdi', 'coconut mojito', 'veg', 'coconut water', 'lemongrass', 'rice']",12.8504319,77.6601401,3889.0
"420, VP Plaza, 4th Cross, 2nd Block, Kalyan Nagar, Bangalore",The Chocolate Heaven - Cakes,Kalyan Nagar,"['chocolate', 'cake', 'coffee', 'choco', 'chocolate lover', 'hazelnut coffee', 'pancake', 'hazelnut', 'hazel']",13.0221416,77.6403368,3890.5
"99/2A, Kothnoor Main Road, Opposite RBI Layout Bus Stop, 7th Phase, JP Nagar, Bangalore",Donne Biriyani House,JP Nagar,"['mutton biriyani', 'kabab', 'chicken lollypop', 'lollypop', 'chicken']",12.9120761,77.57939318031076,3890.5
"52, 50th Cross, 3rd block, Near Bashyam Circle, Rajajinagar, Bangalore",Asha Food Camp,Rajajinagar,"['butter masala', 'kulcha', 'sweet', 'baby corn chilly', 'veg sweet corn soup', 'veg sweet corn', 'baby corn chil', 'paneer', 'naan', 'baby corn', 'corn soup', 'butter', 'veg', 'sweet corn', 'rice', 'sweet corn soup']",12.9882338,77.554883,3892.0
"122B, First Cross Road, Koramangala 5th Block, Bangalore",Madeena Hotel,Koramangala 5th Block,"['chicken biryan', 'grilled chicken', 'chicken dum biryani', 'sweet', 'dum biryani', 'chicken biryani', 'kabab', 'grill', 'porotta', 'egg', 'chicken kabab', 'chicken', 'parota', 'grill chicken', 'veg', 'mutton dry', 'rice']",12.9348429,77.6189768,3893.0
"27/1, 10th Cross, Yellappa Garden, Malleshwaram, Bangalore",Holige Mane,Malleshwaram,"['dry fruit', 'badam', 'roll', 'dry fruits', 'mango']",13.0027353,77.5703253,3894.0
"V.G.S Complex Beside BMTC Depo,Hosur Main Road, Electronic City Phase 2,Electronic city Bangalore-560100",Hyderabadi Biryaani Hub,Electronic City,"['chicken', 'rice', 'rabadi']",12.8487599,77.64825295827616,3895.0
"Brigade Homestead, Ashoka Pillar, Jayanagar, Bangalore",Cafe Coffee Day,Jayanagar,"['peppy chicken roll', 'roll', 'crunchy frappe', 'coffee', 'frappe', 'tea', 'chicken', 'cappuccino', 'sandwich', 'rice', 'green tea', 'chicken roll']",12.9292731,77.5824229,3896.0
"1186, 1st Main Road, Maruthi Nagar, BEL Layout 2nd Block, Vidyaranyapura, New BEL Road, Bangalore",Majaa Thindi,New BEL Road,"['idly', 'coffee', 'dosa', 'coffee lover', 'kesari', 'masala dosa', 'mini masala dosa', 'sev', 'kesari bath', 'idli', 'rice']",13.0400592,77.5635717,3897.0
"106/B, 80 Feet Road, Opposite Canara Bank, Ashwath Nagar, Sanjay Nagar, Bangalore",Brahmins' Thatte Idli,Sanjay Nagar,"['idly', 'puliogare', 'thatte idli', 'sweet', 'puliyogare', 'banana', 'idli', 'rice', 'thatte idly']",12.9578658,77.6958748,3898.0
"3, 1st Cross, Next To Thribhuvan Theatre, Gandhinagar, Majestic, Bangalore",The Green House Family Restaurant,Majestic,"['butter naan', 'naan', 'veg bullet', 'fish fingers', 'fish', 'egg', 'chicken', 'butter', 'butter naan.', 'rice', 'naan.', 'butter chicken', 'egg fried rice', 'egg fried', 'fried rice', 'vada', 'veg bullets', 'veg', 'fish finger']",12.9756601,77.5731558,3899.0
"Infosys, 4th Gate, Electronic City, Bangalore",New Food Magic,Electronic City,"['naan.', 'ida', 'dal', 'lassi', 'dal fry', 'aloo gobhi', 'silver', '2 naan', 'tea', 'chicken', 'naan', 'rotis', 'roti', 'chicken masala']",12.8487599,77.64825295827616,3900.0
"Near Alpine Eco Apartments, Doddanekundi, Marathahalli, Bangalore",BBxR,Marathahalli,"['chicken biryan', 'chicken biryani', 'chicken', 'raita', 'rice']",12.9552572,77.6984163,3901.0
"19 RV Road, South-End Circle, Basavanagudi, Bangalore",Baba Chatkora,Basavanagudi,"['kulcha', 'paratha', 'latte', 'paneer', 'lacha paratha', 'paratha.', 'rice']",12.9417261,77.5755021,3902.0
"1, Outer Ring Road, Marathahalli, Bangalore",Lemon - The Lounge Bar,Marathahalli,"['ida', 'rice']",12.9552572,77.6984163,3903.0
